sylzd,1,moderate,1.000000,https://github.com/pingcap/tidb/issues/21551,https://github.com/pingcap/tidb/pull/21552,2020-12-09 06:44:35 +0000 UTC
tangwz,1,major,3.000000,https://github.com/pingcap/tidb/issues/18977,https://github.com/pingcap/tidb/pull/20459,2020-11-04 09:41:03 +0000 UTC
Aaaaaaron,1,minor,0.100000,https://github.com/pingcap/tidb/issues/20963,https://github.com/pingcap/tidb/pull/20964,2020-11-12 03:42:58 +0000 UTC
blueseason,1,major,3.000000,https://github.com/pingcap/tidb/issues/11755,https://github.com/pingcap/tidb/pull/20747,2020-12-11 06:55:23 +0000 UTC
LENSHOOD,1,unkown,0.000000,https://github.com/pingcap/tidb/issues/19507,https://github.com/pingcap/tidb/pull/20287,2020-11-10 09:51:12 +0000 UTC
luxinle,1,moderate,1.000000,https://github.com/pingcap/tidb/issues/17253,https://github.com/pingcap/tidb/pull/21805,2020-12-23 08:18:30 +0000 UTC
JinLingChristopher,1,critical,10.000000,https://github.com/pingcap/tidb/issues/20121,https://github.com/pingcap/tidb/pull/20233,2020-12-18 09:19:31 +0000 UTC
pingyu,1,unkown,0.000000,https://github.com/pingcap/tidb/issues/21986,https://github.com/pingcap/tidb/pull/21987,2020-12-24 03:02:04 +0000 UTC
yufan022,1,major,3.000000,https://github.com/pingcap/tidb/issues/19126,https://github.com/pingcap/tidb/pull/21166,2020-12-17 11:44:34 +0000 UTC
gauss1314,1,moderate,1.000000,https://github.com/pingcap/tidb/issues/15346,https://github.com/pingcap/tidb/pull/15416,2020-12-23 08:04:30 +0000 UTC
StoneDotYang,1,major,3.000000,https://github.com/pingcap/tidb/issues/21451,https://github.com/pingcap/tidb/pull/21566,2020-12-21 09:07:02 +0000 UTC
9547,1,critical,10.000000,https://github.com/pingcap/tidb/issues/19892,https://github.com/pingcap/tidb/pull/20206,2020-11-24 04:46:52 +0000 UTC
zhaoxugang,1,major,3.000000,https://github.com/pingcap/tidb/issues/20128,https://github.com/pingcap/tidb/pull/21338,2020-12-25 08:50:12 +0000 UTC
name1e5s,1,moderate,1.000000,https://github.com/pingcap/tidb/issues/18675,https://github.com/pingcap/tidb/pull/21687,2020-12-22 02:35:10 +0000 UTC
elvizlai,1,major,3.000000,https://github.com/pingcap/tidb/issues/20161,https://github.com/pingcap/tidb/pull/20164,2020-12-14 07:40:18 +0000 UTC
xhebox,1,moderate,1.000000,https://github.com/pingcap/tidb/issues/20669,https://github.com/pingcap/tidb/pull/21910,2020-12-23 14:49:30 +0000 UTC
lance6716,1,minor,0.100000,https://github.com/pingcap/tidb/issues/19798,https://github.com/pingcap/tidb/pull/19815,2020-11-13 03:43:04 +0000 UTC
